mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.031789112091064456,0.0006543317420931534,0.006889963150024414,0.0005378293128443533,1.0,0.1,rbf,"{'model__C': 1, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9896800825593395,0.9669762641898865,1.0,0.9963880288957688,0.9901960784313726,0.9886480908152734,0.011505666651945296,23,0.9996130030959752,0.9999032507739938,0.9994840041279669,0.9997742518059856,0.9994517543859649,0.9996452528379771,0.0001718641975551481
0.030392265319824217,0.012942494275261432,0.004904747009277344,0.0007158165163886266,10.0,scale,linear,"{'model__C': 10, 'model__gamma': 'scale', 'model__kernel': 'linear'}",0.9798761609907122,0.9731682146542828,0.9989680082559339,0.9649122807017544,0.9953560371517028,0.9824561403508772,0.012959614097792022,39,0.9979037667698658,1.0,0.9983875128998969,0.9991937564499485,0.9963235294117647,0.9983617131062952,0.001244255063952044
0.02328953742980957,0.0027860414852790938,0.005430984497070313,0.0006286528105476291,10.0,scale,rbf,"{'model__C': 10, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9932920536635707,0.9762641898864809,1.0,0.9948400412796697,0.9974200206398349,0.9923632610939113,0.008367410444014244,9,0.9999355005159959,1.0,1.0,1.0,1.0,0.9999871001031991,2.579979360164408e-05
0.03180370330810547,0.007835483641272805,0.005568122863769532,0.001887916518844173,10.0,auto,linear,"{'model__C': 10, 'model__gamma': 'auto', 'model__kernel': 'linear'}",0.9798761609907122,0.9731682146542828,0.9989680082559339,0.9649122807017544,0.9953560371517028,0.9824561403508772,0.012959614097792022,39,0.9979037667698658,1.0,0.9983875128998969,0.9991937564499485,0.9963235294117647,0.9983617131062952,0.001244255063952044
0.024182701110839845,0.0025951031924355008,0.005576276779174804,0.0007665779643209868,10.0,auto,rbf,"{'model__C': 10, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9932920536635707,0.9762641898864809,1.0,0.9948400412796697,0.9974200206398349,0.9923632610939113,0.008367410444014244,9,0.9999355005159959,1.0,1.0,1.0,1.0,0.9999871001031991,2.579979360164408e-05
0.027339363098144533,0.0073683071631504,0.004386281967163086,0.00026375460244427074,10.0,0.001,linear,"{'model__C': 10, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.9798761609907122,0.9731682146542828,0.9989680082559339,0.9649122807017544,0.9953560371517028,0.9824561403508772,0.012959614097792022,39,0.9979037667698658,1.0,0.9983875128998969,0.9991937564499485,0.9963235294117647,0.9983617131062952,0.001244255063952044
0.017728185653686522,0.0009734296349181393,0.006182813644409179,0.002330297199223608,10.0,0.001,rbf,"{'model__C': 10, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.9953560371517027,0.9726522187822497,0.9994840041279669,0.9989680082559339,0.9989680082559339,0.9930856553147575,0.01032301295163564,7,0.9951625386996903,0.9988390092879258,0.9941950464396285,0.994936790505676,0.9935178018575851,0.9953302373581012,0.0018475921945145285
0.028890419006347656,0.008584354075792852,0.004513454437255859,0.0004898105872632277,10.0,0.01,linear,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.9798761609907122,0.9731682146542828,0.9989680082559339,0.9649122807017544,0.9953560371517028,0.9824561403508772,0.012959614097792022,39,0.9979037667698658,1.0,0.9983875128998969,0.9991937564499485,0.9963235294117647,0.9983617131062952,0.001244255063952044
0.01624469757080078,0.0004961078370952535,0.005126476287841797,0.00060221006723612,10.0,0.01,rbf,"{'model__C': 10, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.9958720330237358,0.9772961816305469,1.0,0.9989680082559339,0.9994840041279669,0.9943240454076367,0.008634262399732478,1,0.9976135190918473,0.9997742518059856,0.9970652734778123,0.9977425180598555,0.9972265221878225,0.9978844169246648,0.000976608240145693
0.029289674758911134,0.007307255938017951,0.00469512939453125,0.0007086938327651439,10.0,0.1,linear,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.9798761609907122,0.9731682146542828,0.9989680082559339,0.9649122807017544,0.9953560371517028,0.9824561403508772,0.012959614097792022,39,0.9979037667698658,1.0,0.9983875128998969,0.9991937564499485,0.9963235294117647,0.9983617131062952,0.001244255063952044
0.03352212905883789,0.001172641871724333,0.007540702819824219,0.002053950113651821,10.0,0.1,rbf,"{'model__C': 10, 'model__gamma': 0.1, 'model__kernel': 'rbf'}",0.9876160990712075,0.9659442724458205,0.9984520123839009,0.9809081527347782,0.9891640866873065,0.9844169246646027,0.010800965807682904,34,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05443806648254394,0.02597516592149934,0.004523468017578125,0.0004842134578665132,100.0,scale,linear,"{'model__C': 100, 'model__gamma': 'scale', 'model__kernel': 'linear'}",0.9747162022703819,0.9742002063983488,0.9989680082559339,0.9654282765737875,0.9932920536635707,0.9813209494324046,0.01266199619852155,46,0.9993550051599587,1.0,0.998484262125903,1.0,0.9973877708978329,0.9990454076367389,0.0009980969520922039
0.021372270584106446,0.0018268715951487134,0.006418704986572266,0.001039613228160182,100.0,scale,rbf,"{'model__C': 100, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",0.9907120743034057,0.9767801857585139,0.9994840041279669,0.9886480908152735,0.9922600619195047,0.989576883384933,0.007365558670817535,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.0529881477355957,0.022562861337748964,0.005695962905883789,0.002569429735699188,100.0,auto,linear,"{'model__C': 100, 'model__gamma': 'auto', 'model__kernel': 'linear'}",0.9747162022703819,0.9742002063983488,0.9989680082559339,0.9654282765737875,0.9932920536635707,0.9813209494324046,0.01266199619852155,46,0.9993550051599587,1.0,0.998484262125903,1.0,0.9973877708978329,0.9990454076367389,0.0009980969520922039
0.02052645683288574,0.003954604777271267,0.00712890625,0.004867546646660877,100.0,auto,rbf,"{'model__C': 100, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",0.9907120743034057,0.9767801857585139,0.9994840041279669,0.9886480908152735,0.9922600619195047,0.989576883384933,0.007365558670817535,21,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.055155611038208006,0.026658839364454925,0.004292964935302734,0.000410238612333893,100.0,0.001,linear,"{'model__C': 100, 'model__gamma': 0.001, 'model__kernel': 'linear'}",0.9747162022703819,0.9742002063983488,0.9989680082559339,0.9654282765737875,0.9932920536635707,0.9813209494324046,0.01266199619852155,46,0.9993550051599587,1.0,0.998484262125903,1.0,0.9973877708978329,0.9990454076367389,0.0009980969520922039
0.017049264907836915,0.0017910551038935105,0.005276823043823242,0.0006024226858535225,100.0,0.001,rbf,"{'model__C': 100, 'model__gamma': 0.001, 'model__kernel': 'rbf'}",0.9865841073271414,0.9752321981424148,1.0,0.9948400412796697,0.9994840041279669,0.9912280701754386,0.00933367930203923,13,0.9964847781217752,0.9989357585139319,0.9952270381836945,0.9966782765737874,0.9947110423116614,0.9964073787409701,0.0014657995557951227
0.05269269943237305,0.024034345759403986,0.004145383834838867,0.0008515941594746214,100.0,0.01,linear,"{'model__C': 100, 'model__gamma': 0.01, 'model__kernel': 'linear'}",0.9747162022703819,0.9742002063983488,0.9989680082559339,0.9654282765737875,0.9932920536635707,0.9813209494324046,0.01266199619852155,46,0.9993550051599587,1.0,0.998484262125903,1.0,0.9973877708978329,0.9990454076367389,0.0009980969520922039
0.014856576919555664,0.00245092988938417,0.00410914421081543,0.0009808783396044794,100.0,0.01,rbf,"{'model__C': 100, 'model__gamma': 0.01, 'model__kernel': 'rbf'}",0.9938080495356036,0.9834881320949431,1.0,0.9767801857585139,0.9984520123839009,0.9905056759545925,0.008964676524451622,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05175595283508301,0.023309115844684054,0.005256843566894531,0.0006742810655206855,100.0,0.1,linear,"{'model__C': 100, 'model__gamma': 0.1, 'model__kernel': 'linear'}",0.9747162022703819,0.9742002063983488,0.9989680082559339,0.9654282765737875,0.9932920536635707,0.9813209494324046,0.01266199619852155,46,0.9993550051599587,1.0,0.998484262125903,1.0,0.9973877708978329,0.9990454076367389,0.0009980969520922039
