modelo,fold_repetition,accuracy,precision,recall_sensibilidad,f1,roc_auc
Random Forest,4,0.956140350877193,0.9512195121951219,0.9285714285714286,0.9397590361445783,0.9947089947089948
Random Forest,5,0.9557522123893806,0.9512195121951219,0.9285714285714286,0.9397590361445783,0.9859154929577465
Random Forest,6,0.9736842105263158,0.9761904761904762,0.9534883720930233,0.9647058823529412,0.9773992793973141
Random Forest,7,0.9385964912280702,0.9285714285714286,0.9069767441860465,0.9176470588235294,0.9692106125122829
Random Forest,8,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9986772486772487
Random Forest,9,0.9824561403508771,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9983465608465609
Random Forest,10,0.9646017699115044,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9971495640509725
Random Forest,11,0.9649122807017544,0.975609756097561,0.9302325581395349,0.9523809523809523,0.9942679331804781
Random Forest,12,0.956140350877193,0.9318181818181818,0.9534883720930233,0.9425287356321839,0.988699639698657
Random Forest,13,0.9210526315789473,0.8666666666666667,0.9285714285714286,0.896551724137931,0.9657738095238095
Random Forest,14,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.99619708994709
Random Forest,15,0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,1.0
Random Forest,16,0.9736842105263158,0.9761904761904762,0.9534883720930233,0.9647058823529412,0.9806747461513265
Random Forest,17,0.956140350877193,0.975,0.9069767441860465,0.9397590361445783,0.9795283327874222
Random Forest,18,0.9473684210526315,0.9736842105263158,0.8809523809523809,0.925,0.9948743386243386
Random Forest,19,0.956140350877193,0.9302325581395349,0.9523809523809523,0.9411764705882353,0.9943783068783069
Random Forest,20,0.9646017699115044,0.9318181818181818,0.9761904761904762,0.9534883720930233,0.9850771294433266
Random Forest,21,0.9649122807017544,0.975609756097561,0.9302325581395349,0.9523809523809523,0.9798558794628234
Random Forest,22,0.9473684210526315,0.9512195121951219,0.9069767441860465,0.9285714285714286,0.9919751064526694
Random Forest,23,0.9912280701754386,1.0,0.9761904761904762,0.9879518072289156,0.9990079365079364
Random Forest,24,0.9298245614035088,0.9722222222222222,0.8333333333333334,0.8974358974358975,0.9849537037037037
Random Forest,25,0.9380530973451328,0.8571428571428571,1.0,0.9230769230769231,0.9993293091884641
Random Forest,26,0.9473684210526315,0.9512195121951219,0.9069767441860465,0.9285714285714286,0.9868981329839502
Random Forest,27,0.9824561403508771,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9996724533245988
Random Forest,28,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9971891534391535
Random Forest,29,0.956140350877193,0.9512195121951219,0.9285714285714286,0.9397590361445783,0.9710648148148149
Random Forest,30,0.9734513274336283,0.975609756097561,0.9523809523809523,0.963855421686747,0.9974849094567404
Random Forest,31,0.9824561403508771,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9937766131673763
Random Forest,32,0.9385964912280702,0.9090909090909091,0.9302325581395349,0.9195402298850575,0.9903373730756633
Random Forest,33,0.956140350877193,1.0,0.8809523809523809,0.9367088607594937,0.9957010582010583
Random Forest,34,0.9649122807017544,0.9318181818181818,0.9761904761904762,0.9534883720930233,0.9947089947089948
Random Forest,35,0.9380530973451328,0.9487179487179487,0.8809523809523809,0.9135802469135802,0.9657947686116701
Random Forest,36,0.9649122807017544,0.975609756097561,0.9302325581395349,0.9523809523809523,0.9747789059941042
Random Forest,37,0.9473684210526315,0.9512195121951219,0.9069767441860465,0.9285714285714286,0.9927939731411727
Random Forest,38,0.9736842105263158,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9819775132275134
Random Forest,39,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.998015873015873
Random Forest,40,0.9292035398230089,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9919517102615694
Random Forest,41,0.9736842105263158,0.9761904761904762,0.9534883720930233,0.9647058823529412,0.9981984932852931
Random Forest,42,0.9649122807017544,0.9333333333333333,0.9767441860465116,0.9545454545454546,0.9975433999344906
Random Forest,43,0.9912280701754386,1.0,0.9761904761904762,0.9879518072289156,0.9996693121693122
Random Forest,44,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9867724867724867
Random Forest,45,0.9380530973451328,0.926829268292683,0.9047619047619048,0.9156626506024096,0.9550637156270959
Random Forest,46,0.956140350877193,0.9130434782608695,0.9767441860465116,0.9438202247191011,0.9968883065836882
Random Forest,47,0.956140350877193,0.9523809523809523,0.9302325581395349,0.9411764705882353,0.9870619063216508
Random Forest,48,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.9932208994708995
Random Forest,49,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9930555555555556
Random Forest,50,0.9646017699115044,1.0,0.9047619047619048,0.95,0.9981556002682763
Gradient Boosting,1,0.9736842105263158,1.0,0.9302325581395349,0.963855421686747,0.9924664264657713
Gradient Boosting,2,0.9385964912280702,0.9090909090909091,0.9302325581395349,0.9195402298850575,0.9914837864395676
Gradient Boosting,3,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9953703703703703
Gradient Boosting,4,0.956140350877193,0.9512195121951219,0.9285714285714286,0.9397590361445783,0.9917328042328042
Gradient Boosting,5,0.9469026548672567,0.95,0.9047619047619048,0.926829268292683,0.9889336016096579
Gradient Boosting,6,0.9298245614035088,0.9487179487179487,0.8604651162790697,0.9024390243902439,0.9823124795283328
Gradient Boosting,7,0.9649122807017544,0.975609756097561,0.9302325581395349,0.9523809523809523,0.9747789059941041
Gradient Boosting,8,0.9473684210526315,0.9736842105263158,0.8809523809523809,0.925,0.9970238095238095
Gradient Boosting,9,0.9824561403508771,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9986772486772487
Gradient Boosting,10,0.9469026548672567,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9969818913480885
Gradient Boosting,11,0.956140350877193,0.975,0.9069767441860465,0.9397590361445783,0.9960694398951851
Gradient Boosting,12,0.9473684210526315,0.9111111111111111,0.9534883720930233,0.9318181818181818,0.9901735997379627
Gradient Boosting,13,0.9473684210526315,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9666005291005291
Gradient Boosting,14,0.956140350877193,0.9512195121951219,0.9285714285714286,0.9397590361445783,0.9970238095238095
Gradient Boosting,15,0.9911504424778761,1.0,0.9761904761904762,0.9879518072289156,1.0
Gradient Boosting,16,0.9649122807017544,0.975609756097561,0.9302325581395349,0.9523809523809523,0.9895185063871602
Gradient Boosting,17,0.9649122807017544,1.0,0.9069767441860465,0.9512195121951219,0.9864068129708483
Gradient Boosting,18,0.9473684210526315,0.9736842105263158,0.8809523809523809,0.925,0.996031746031746
Gradient Boosting,19,0.9473684210526315,0.8913043478260869,0.9761904761904762,0.9318181818181818,0.9963624338624338
Gradient Boosting,20,0.9734513274336283,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9936284372904091
Gradient Boosting,21,0.9736842105263158,0.9761904761904762,0.9534883720930233,0.9647058823529412,0.990501146413364
Gradient Boosting,22,0.9649122807017544,0.9534883720930233,0.9534883720930233,0.9534883720930233,0.9927939731411727
Gradient Boosting,23,0.9824561403508771,1.0,0.9523809523809523,0.975609756097561,0.9966931216931216
Gradient Boosting,24,0.956140350877193,0.9743589743589743,0.9047619047619048,0.9382716049382716,0.9831349206349207
Gradient Boosting,25,0.9646017699115044,0.9130434782608695,1.0,0.9545454545454546,0.9986586183769282
Gradient Boosting,26,0.9473684210526315,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.9867343596462496
Gradient Boosting,27,0.9912280701754386,1.0,0.9767441860465116,0.9882352941176471,0.9983622666229938
Gradient Boosting,28,0.9736842105263158,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.998015873015873
Gradient Boosting,29,0.9298245614035088,0.9473684210526315,0.8571428571428571,0.9,0.9783399470899471
Gradient Boosting,30,0.9734513274336283,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9979879275653923
Gradient Boosting,31,0.9912280701754386,1.0,0.9767441860465116,0.9882352941176471,0.9914837864395676
Gradient Boosting,32,0.9385964912280702,0.9090909090909091,0.9302325581395349,0.9195402298850575,0.9937766131673763
Gradient Boosting,33,0.9649122807017544,1.0,0.9047619047619048,0.95,0.996031746031746
Gradient Boosting,34,0.9736842105263158,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9973544973544973
Gradient Boosting,35,0.9203539823008849,0.9024390243902439,0.8809523809523809,0.891566265060241,0.9595908786049631
Gradient Boosting,36,0.9736842105263158,0.9761904761904762,0.9534883720930233,0.9647058823529412,0.9872256796593514
Gradient Boosting,37,0.9473684210526315,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.9937766131673763
Gradient Boosting,38,0.9824561403508771,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9923941798941799
Gradient Boosting,39,0.9473684210526315,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9937169312169313
Gradient Boosting,40,0.9557522123893806,0.9302325581395349,0.9523809523809523,0.9411764705882353,0.994299128101945
Gradient Boosting,41,0.9736842105263158,0.9761904761904762,0.9534883720930233,0.9647058823529412,0.9967245332459875
Gradient Boosting,42,0.956140350877193,0.9318181818181818,0.9534883720930233,0.9425287356321839,0.9963969865705864
Gradient Boosting,43,1.0,1.0,1.0,1.0,1.0
Gradient Boosting,44,0.9649122807017544,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.984457671957672
Gradient Boosting,45,0.911504424778761,0.9,0.8571428571428571,0.8780487804878049,0.9614352783366868
Gradient Boosting,46,0.9649122807017544,0.9148936170212766,1.0,0.9555555555555556,0.9973796265967899
Gradient Boosting,47,0.9473684210526315,0.9743589743589743,0.8837209302325582,0.926829268292683,0.9872256796593514
Gradient Boosting,48,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.9884259259259259
Gradient Boosting,49,0.9736842105263158,0.975609756097561,0.9523809523809523,0.963855421686747,0.9950396825396826
Gradient Boosting,50,0.9823008849557522,1.0,0.9523809523809523,0.975609756097561,0.9986586183769282
